rank,algorithm,episodes,mean_net_earnings_2h,net_earnings_std,ci_lower,ci_upper,median_net_earnings_2h,worst_10_percent,mean_gross_revenue_2h,mean_operating_cost_2h,mean_completed_trips,completed_trips_std,mean_waiting_minutes,mean_empty_minutes,mean_occupied_minutes,mean_unfinished_occupied_minutes,mean_terminal_unused_minutes,mean_accounted_minutes,max_abs_time_accounting_error,mean_empty_miles,mean_occupied_miles,unfinished_trip_rate,mean_wait_decisions,mean_reposition_decisions,reposition_decision_share,first_action_wait_rate,competition_scenario,start_zone_expected_wait_min,start_zone_competitors_equivalent,learning_models_retrained_for_scenario
1,finite_horizon_value_iteration,150,74.67571368741177,18.586909568153953,71.7011886573793,77.65023871744424,74.37359525591964,53.996233230688915,80.51434856438864,5.838634876976868,3.0733333333333333,1.2266430792401979,19.498808522832974,7.286387297842714,86.59814746945466,6.616656709869644,0.0,120.0,2.842170943040401e-14,1.1961262418782759,22.158413266029196,0.6133333333333333,6.493333333333333,0.5733333333333334,0.07946575646575647,1.0,low,1.0,0.9045703150004702,False
2,wait_only,150,74.65524406342789,18.399272665031337,71.7107471918071,77.59974093504867,74.46743063982731,55.54627198862251,80.01414272874973,5.358898665321841,3.42,1.4154943168638388,27.372726218080235,0.0,86.72864210142582,5.898631680493943,0.0,120.0,2.842170943040401e-14,0.0,21.435594661287364,0.5666666666666667,8.226666666666667,0.0,0.0,1.0,low,1.0,0.9045703150004702,False
3,dqn,150,73.14525041740144,17.117111096407154,70.40594213102845,75.88455870377443,72.99885701893271,53.78855201031765,79.12940694953471,5.984156532133275,2.986666666666667,1.0805583112364197,16.13904557505098,13.707420632612532,84.16627233589601,5.987261456440455,0.0,120.0,2.842170943040401e-14,1.9813203226433576,21.95530580588974,0.62,5.8933333333333335,1.14,0.15500135050135047,1.0,low,1.0,0.9045703150004702,False
4,greedy_net_earnings,150,66.36884617299727,19.224247907568888,63.292325766259616,69.44536657973491,61.311635653322625,47.878860298820086,72.58227987882053,6.213433705823254,2.2266666666666666,1.081551623820525,11.213600513344655,23.109858960131046,76.78801276170327,8.888527764821026,0.0,120.0,2.842170943040401e-14,3.855115426843731,20.99861939644929,0.66,4.386666666666667,0.9666666666666667,0.19313564213564213,1.0,low,1.0,0.9045703150004702,False
5,q_learning,150,65.18840891878776,18.139991670665225,62.285405648065264,68.09141218951025,64.25964598533517,45.80488492666028,71.06942868375414,5.8810197649664,2.5,1.0539156773829474,11.997408527547728,24.901446963443334,76.3697131113186,6.63732709218367,0.09410430550666064,120.0,2.842170943040401e-14,3.3307888068580183,20.193290253007586,0.5533333333333333,4.706666666666667,1.26,0.20720560920560918,1.0,low,1.0,0.9045703150004702,False
6,highest_demand,150,57.590050585651504,15.404831912897293,55.1247640386687,60.05533713263431,56.33427510671944,39.65080418421011,63.488425391265096,5.8983748056135905,1.92,0.8632698878849298,5.6224160272617425,39.270956708352905,70.03557278133962,5.071054483045727,0.0,120.0,2.842170943040401e-14,4.958283838068008,18.635215384386353,0.7,3.2133333333333334,1.74,0.34618446368446365,1.0,low,1.0,0.9045703150004702,False
7,highest_income,150,54.27503655693221,17.12771363265769,51.53403151137806,57.016041602486354,51.66508895207474,38.90904669066149,60.8768644578079,6.601827900875691,1.26,0.5363310607371248,7.11474698755574,41.54705060464256,64.15315777589086,7.185044631910835,0.0,120.0,2.842170943040401e-14,7.817187371997055,18.590124231505705,0.6933333333333334,2.973333333333333,1.46,0.3338703703703703,1.0,low,1.0,0.9045703150004702,False
1,dqn,150,71.16674071873182,17.07592427415561,68.43402369667017,73.89945774079347,68.86082262900061,53.23242235555693,77.10480761108272,5.938066892350912,2.7,0.9394415019416961,18.661015551299826,13.369861003831225,82.5945729292288,5.374550515640137,0.0,120.0,2.842170943040401e-14,2.017372734502767,21.734894834900878,0.4866666666666667,6.0,1.2,0.15424680874680874,1.0,medium,1.4196155965005384,1.7037577238066106,False
2,finite_horizon_value_iteration,150,70.97472935202393,17.6576987130713,68.14890902927411,73.80054967477375,69.81190710019035,51.81736272637111,76.70804388118283,5.73331452915892,2.7733333333333334,1.1477826108197593,20.11952936099157,10.39449562675433,83.3137814612082,6.172193551045911,0.0,120.0,2.842170943040401e-14,1.544085176810891,21.38917293982479,0.4866666666666667,6.373333333333333,0.92,0.12525554075554074,1.0,medium,1.4196155965005384,1.7037577238066106,False
3,wait_only,150,70.54284049776608,17.511515700723418,67.74041432925152,73.34526666628064,68.71173919088066,52.18671578601093,75.7042878487251,5.1614473509590155,3.0533333333333332,1.359957888543971,32.65215710213877,0.0,82.67669371881723,4.671149179043999,0.0,120.0,2.842170943040401e-14,0.0,20.645789403836062,0.43333333333333335,9.006666666666666,0.0,0.0,1.0,medium,1.4196155965005384,1.7037577238066106,False
