algorithm,scenario_id,start_zone,start_time,horizon_minutes,gross_revenue_2h,operating_cost_2h,net_earnings_2h,completed_trips,waiting_minutes,empty_minutes,occupied_minutes,unfinished_occupied_minutes,terminal_unused_minutes,accounted_minutes,time_accounting_error,empty_miles,occupied_miles,unfinished_trip_at_horizon,end_zone,wait_decisions,reposition_decisions,first_action
wait_only,0,132,08:00,120,116.07544453985848,6.895468906143758,109.17997563371472,3,21.296827375990645,0.0,93.50407058865656,5.199102035352794,0.0,120.0,0.0,0.0,27.581875624575034,1,230,7,0,WAIT
wait_only,1,132,08:00,120,56.67400214685456,4.60504517434362,52.06895697251094,2,14.682401082548095,0.0,105.3175989174519,0.0,0.0,120.0,0.0,0.0,18.42018069737448,0,236,5,0,WAIT
wait_only,2,132,08:00,120,88.36661830399723,6.166492103548234,82.20012620044899,4,45.18333076064553,0.0,74.81666923935447,0.0,0.0,120.0,0.0,0.0,24.665968414192935,0,162,11,0,WAIT
wait_only,3,132,08:00,120,98.24055346196678,7.302428815570317,90.93812464639646,6,38.96040439510377,0.0,72.73017525137067,8.309420353525539,0.0,119.99999999999999,1.4210854715202004e-14,0.0,29.209715262281268,1,237,11,0,WAIT
wait_only,4,132,08:00,120,58.47655584153536,4.384252206415521,54.09230363511983,1,38.60329602361384,0.0,81.39670397638616,0.0,0.0,120.0,0.0,0.0,17.537008825662085,0,68,9,0,WAIT
wait_only,5,132,08:00,120,80.07989113581957,4.6205832786084216,75.45930785721114,3,43.79311178127509,0.0,74.05991520867782,2.146973010047091,0.0,120.0,0.0,0.0,18.482333114433686,1,113,10,0,WAIT
wait_only,6,132,08:00,120,95.63764412309611,5.7442340133317975,89.89341010976432,4,46.78168781796565,0.0,73.21831218203435,0.0,0.0,120.0,0.0,0.0,22.97693605332719,0,162,12,0,WAIT
wait_only,7,132,08:00,120,96.71441833936314,6.581378916595887,90.13303942276725,3,16.387729257748013,0.0,103.61227074225198,0.0,0.0,120.0,0.0,0.0,26.32551566638355,0,234,5,0,WAIT
wait_only,8,132,08:00,120,69.68964339272573,5.86579605050389,63.82384734222184,2,83.35368434261342,0.0,32.8941191306299,3.7521965267566912,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,23.46318420201556,1,163,19,0,WAIT
wait_only,9,132,08:00,120,84.07194012456974,4.732772218318403,79.33916790625133,4,27.479793995031017,0.0,88.69698275563213,3.8232232493368485,0.0,120.0,0.0,0.0,18.931088873273612,1,236,8,0,WAIT
wait_only,10,132,08:00,120,79.0586625023757,5.7412645368985915,73.3173979654771,3,52.06703628985004,0.0,67.93296371014996,0.0,0.0,120.0,0.0,0.0,22.965058147594366,0,74,13,0,WAIT
wait_only,11,132,08:00,120,75.82566757289399,4.276534974207165,71.54913259868682,3,31.765589752514327,0.0,88.23441024748567,0.0,0.0,120.0,0.0,0.0,17.10613989682866,0,90,9,0,WAIT
wait_only,12,132,08:00,120,63.89706682447626,5.607820534304056,58.28924629017221,2,25.80534636995292,0.0,94.19465363004709,0.0,0.0,120.0,0.0,0.0,22.431282137216225,0,246,7,0,WAIT
wait_only,13,132,08:00,120,60.563960043202925,4.4058948446916695,56.15806519851125,1,1.7729376310056866,0.0,118.22706236899431,0.0,0.0,120.0,0.0,0.0,17.623579378766678,0,230,2,0,WAIT
wait_only,14,132,08:00,120,79.70187483329954,5.106527609198279,74.59534722410126,3,52.83681509663736,0.0,59.548128946889726,7.615055956472915,0.0,120.0,0.0,0.0,20.426110436793117,1,50,13,0,WAIT
wait_only,15,132,08:00,120,61.216104536517115,5.042940421894577,56.17316411462254,2,11.513176962896113,0.0,108.48682303710389,0.0,0.0,120.0,0.0,0.0,20.171761687578307,0,233,5,0,WAIT
wait_only,16,132,08:00,120,103.977659114057,5.313151560808705,98.6645075532483,6,43.88129329671798,0.0,76.11870670328203,0.0,0.0,120.0,0.0,0.0,21.25260624323482,0,140,13,0,WAIT
wait_only,17,132,08:00,120,78.12112316633343,5.859690492092455,72.26143267424098,3,33.57893144067243,0.0,86.42106855932755,0.0,0.0,119.99999999999997,2.842170943040401e-14,0.0,23.43876196836982,0,237,9,0,WAIT
wait_only,18,132,08:00,120,85.73760002816451,5.207134581584899,80.53046544657961,4,42.49807690455498,0.0,74.28348186591613,3.2184412295288922,0.0,120.0,0.0,0.0,20.828538326339597,1,163,11,0,WAIT
wait_only,19,132,08:00,120,69.45390991138736,4.923635173828583,64.53027473755877,3,47.385496243517785,0.0,72.61450375648221,0.0,0.0,120.0,0.0,0.0,19.69454069531433,0,234,12,0,WAIT
wait_only,20,132,08:00,120,106.56659135749544,5.374227704224682,101.19236365327076,6,40.11290702482831,0.0,73.06035241894405,6.826740556227662,0.0,120.00000000000003,-2.842170943040401e-14,0.0,21.49691081689873,1,163,12,0,WAIT
wait_only,21,132,08:00,120,68.29167431407438,4.631418713401349,63.66025560067304,1,12.248401088522634,0.0,94.64928443788143,13.102314473595925,0.0,120.0,0.0,0.0,18.525674853605395,1,161,3,0,WAIT
wait_only,22,132,08:00,120,74.7638789011556,6.796108186585307,67.9677707145703,3,22.878777221303366,0.0,94.82891343404968,2.2923093446469522,0.0,120.0,0.0,0.0,27.184432746341226,1,163,8,0,WAIT
wait_only,23,132,08:00,120,61.90809370063417,4.3437255703160265,57.564368130318144,1,41.46332748496424,0.0,70.5553839475708,7.981288567464958,0.0,120.0,0.0,0.0,17.374902281264106,1,230,10,0,WAIT
wait_only,24,132,08:00,120,75.08909696487694,5.3592769703284215,69.72981999454852,2,25.975445400711884,0.0,94.02455459928814,0.0,0.0,120.00000000000003,-2.842170943040401e-14,0.0,21.437107881313686,0,234,7,0,WAIT
wait_only,25,132,08:00,120,78.27253955946523,5.275133257731071,72.99740630173416,2,29.792355134081728,0.0,90.20764486591827,0.0,0.0,120.0,0.0,0.0,21.100533030924282,0,162,8,0,WAIT
wait_only,26,132,08:00,120,83.30482491857921,5.380915605616898,77.92390931296232,5,29.221438988637793,0.0,84.16007047257074,6.618490538791477,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,21.52366242246759,1,170,10,0,WAIT
wait_only,27,132,08:00,120,82.26092552343059,4.626651431970265,77.63427409146033,2,36.242941269952794,0.0,75.51827461019941,8.238784119847793,0.0,120.0,0.0,0.0,18.50660572788106,1,230,9,0,WAIT
wait_only,28,132,08:00,120,96.16128638360361,7.4523382844152435,88.70894809918836,4,18.593630547992923,0.0,101.40636945200706,0.0,0.0,119.99999999999997,2.842170943040401e-14,0.0,29.809353137660974,0,163,8,0,WAIT
wait_only,29,132,08:00,120,44.96640232182415,4.716887566473793,40.249514755350354,1,14.529015040848943,0.0,87.46470440772057,18.00628055143048,0.0,120.0,0.0,0.0,18.867550265895172,1,230,4,0,WAIT
wait_only,30,132,08:00,120,81.0890311372098,5.051569763527641,76.03746137368216,3,30.11353350578545,0.0,89.88646649421455,0.0,0.0,120.0,0.0,0.0,20.206279054110563,0,237,9,0,WAIT
wait_only,31,132,08:00,120,72.48726274874586,4.998648756990242,67.48861399175561,3,4.099998860425646,0.0,108.08302375089652,7.8169773886778415,0.0,120.0,0.0,0.0,19.99459502796097,1,238,4,0,WAIT
wait_only,32,132,08:00,120,68.02030739128654,5.074702968470827,62.945604422815705,2,13.060943270087746,0.0,97.95331424917403,8.985742480738224,0.0,120.0,0.0,0.0,20.29881187388331,1,246,4,0,WAIT
wait_only,33,132,08:00,120,58.87422886145367,4.62239227985256,54.25183658160111,2,10.484586971628474,0.0,80.84310444862933,28.672308579742193,0.0,120.0,0.0,0.0,18.48956911941024,1,137,4,0,WAIT
wait_only,34,132,08:00,120,83.61974284526143,4.991498704416595,78.62824414084483,3,23.76252238010555,0.0,96.23747761989445,0.0,0.0,120.0,0.0,0.0,19.96599481766638,0,48,7,0,WAIT
wait_only,35,132,08:00,120,72.50718272293201,5.231613457100854,67.27556926583117,2,38.51901707860596,0.0,81.48098292139403,0.0,0.0,120.0,0.0,0.0,20.926453828403417,0,246,10,0,WAIT
wait_only,36,132,08:00,120,54.92022419259014,4.975592670694183,49.94463152189596,4,40.17280221797738,0.0,71.43126619997184,8.395931582050778,0.0,120.0,0.0,0.0,19.90237068277673,1,161,11,0,WAIT
wait_only,37,132,08:00,120,91.2626444788358,5.507662354328405,85.75498212450739,3,21.505208796214013,0.0,98.49479120378597,0.0,0.0,119.99999999999997,2.842170943040401e-14,0.0,22.03064941731362,0,162,6,0,WAIT
wait_only,38,132,08:00,120,83.6134425983628,4.702215671727031,78.91122692663576,3,65.03214636489957,0.0,54.967853635100454,0.0,0.0,120.00000000000003,-2.842170943040401e-14,0.0,18.808862686908125,0,161,15,0,WAIT
wait_only,39,132,08:00,120,60.26793187138012,5.0599560328811535,55.20797583849897,2,42.447558887131734,0.0,77.46813722874765,0.08430388412060097,0.0,119.99999999999999,1.4210854715202004e-14,0.0,20.239824131524614,1,239,11,0,WAIT
wait_only,40,132,08:00,120,57.99584326404371,3.192574835488847,54.80326842855486,5,51.147374983372046,0.0,65.8506924375992,3.001932579028761,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,12.770299341955388,1,95,14,0,WAIT
wait_only,41,132,08:00,120,83.02831656415535,5.1933110198109045,77.83500554434444,3,5.397313127980148,0.0,96.30462728924375,18.298059582776105,0.0,120.00000000000001,-1.4210854715202004e-14,0.0,20.773244079243618,1,143,4,0,WAIT
wait_only,42,132,08:00,120,60.72628074400501,5.496725633037688,55.229555110967326,3,26.540955966814835,0.0,93.45904403318517,0.0,0.0,120.0,0.0,0.0,21.98690253215075,0,263,7,0,WAIT
wait_only,43,132,08:00,120,74.10626863532369,5.613680384697588,68.4925882506261,4,36.73676614262844,0.0,83.26323385737156,0.0,0.0,120.0,0.0,0.0,22.454721538790352,0,246,11,0,WAIT
wait_only,44,132,08:00,120,44.502807936533415,2.382252305021273,42.12055563151214,4,72.22440376131266,0.0,34.403610430407525,13.371985808279817,0.0,120.0,0.0,0.0,9.529009220085092,1,131,17,0,WAIT
