episode,epsilon,episode_net_reward,q_state_count
1,1.0,11.090773688557386,6
76,0.9951496766451097,34.62023124515868,270
151,0.9902993532902193,-6.313682332769755,455
226,0.985449029935329,-4.628159599959433,567
301,0.9805987065804387,55.37474885252599,663
376,0.9757483832255484,4.502971672555409,732
451,0.970898059870658,13.120716095728817,795
526,0.9660477365157677,28.591733791051123,864
601,0.9611974131608774,-6.704003336156337,914
676,0.956347089805987,-6.788070990780245,972
751,0.9514967664510967,-6.054884649776527,1014
826,0.9466464430962064,-6.191709179821138,1065
901,0.941796119741316,-8.23629123693222,1119
976,0.9369457963864257,-5.932298834736062,1158
1051,0.9320954730315354,-9.397690689731972,1202
1126,0.9272451496766452,2.755899774087152,1234
1201,0.9223948263217547,-5.639818336813425,1265
1276,0.9175445029668645,-7.885946607148901,1300
1351,0.9126941796119741,-5.847337247947664,1326
1426,0.9078438562570839,-5.617515839979998,1354
1501,0.9029935329021935,43.91897488911589,1378
1576,0.8981432095473032,-8.870839848297274,1398
1651,0.8932928861924129,-5.718096715133474,1424
1726,0.8884425628375225,-9.843781521799166,1450
1801,0.8835922394826322,-5.080589768405005,1473
1876,0.8787419161277419,7.39080452546211,1492
1951,0.8738915927728516,-5.460681421822344,1504
2026,0.8690412694179612,-9.700714439898864,1521
2101,0.8641909460630709,-5.371228725546717,1537
2176,0.8593406227081806,47.52895973408024,1560
2251,0.8544902993532902,-5.548409703087104,1573
2326,0.8496399759983999,-5.891868734782117,1582
2401,0.8447896526435096,-10.07734902889813,1613
2476,0.8399393292886193,-5.82680447428957,1628
2551,0.8350890059337289,1.103029706711229,1644
2626,0.8302386825788386,-5.115924176086158,1667
2701,0.8253883592239483,-4.331985609241464,1680
2776,0.8205380358690579,44.2900487471051,1690
2851,0.8156877125141676,-4.836823851946137,1698
2926,0.8108373891592773,30.91059288572767,1710
3001,0.805987065804387,8.210322382921227,1717
3076,0.8011367424494966,-7.475544905432511,1722
3151,0.7962864190946063,-9.304309293220602,1739
3226,0.791436095739716,41.77158996085716,1749
3301,0.7865857723848256,63.883323529165864,1759
3376,0.7817354490299353,-8.859714661914985,1768
3451,0.776885125675045,52.95709882422525,1781
3526,0.7720348023201546,-5.983844905045776,1794
3601,0.7671844789652643,25.263457408610453,1804
3676,0.762334155610374,54.13573665684182,1824
3751,0.7574838322554837,-5.41356050489953,1832
3826,0.7526335089005933,2.2222265676909214,1838
3901,0.7477831855457031,49.22763148176096,1842
3976,0.7429328621908127,46.9321154364293,1849
4051,0.7380825388359225,-4.6146258327672935,1857
4126,0.733232215481032,24.919327013527788,1862
4201,0.7283818921261418,-4.503714052039156,1868
4276,0.7235315687712514,5.770486811857434,1875
4351,0.7186812454163611,-6.5797534076407125,1881
4426,0.7138309220614707,5.013391731772935,1891
4501,0.7089805987065805,-4.324681738086313,1900
4576,0.70413027535169,-4.9174469651588595,1909
4651,0.6992799519967998,-6.444421179948017,1916
4726,0.6944296286419095,54.00278970036877,1923
4801,0.6895793052870192,-6.246196402871574,1925
4876,0.6847289819321288,-8.611838602783706,1933
4951,0.6798786585772385,-5.274572453159507,1937
5026,0.6750283352223482,54.583099309309155,1943
5101,0.6701780118674578,-3.40957962715265,1948
5176,0.6653276885125675,-5.137056403493099,1954
5251,0.6604773651576772,-4.4759933806324215,1962
5326,0.6556270418027869,0.3967679878175743,1969
5401,0.6507767184478965,53.61581543112279,1976
5476,0.6459263950930062,57.41558826939611,1984
5551,0.6410760717381159,-9.510054079718978,1989
5626,0.6362257483832257,49.80518358767584,1997
