episode,epsilon,episode_net_reward,replay_size,global_step
1,1.0,-9.369594270761663,5,5
48,0.981187406867929,-8.353253062251122,307,307
96,0.9623510802287708,-5.853283950877291,626,626
144,0.9438877686218713,-9.256512204832685,938,938
192,0.9257900852452838,24.542865685215947,1241,1241
240,0.9080507895776084,-9.280656546224922,1554,1554
288,0.8906627844812046,40.65900072155685,1852,1852
336,0.873619113362768,-5.079236405577251,2172,2172
384,0.8569129573901368,-5.656448814093839,2494,2494
432,0.840537632764213,55.94564573539545,2814,2814
480,0.824486588044908,-4.770404181459883,3138,3138
528,0.8087534015300426,-7.413626692385548,3462,3462
576,0.793331778686152,-5.195931079843959,3765,3765
624,0.778215549630169,-8.77794433592677,4054,4054
672,0.7633986666609771,-5.243688489029864,4346,4346
720,0.7488752018398459,24.91966273175552,4670,4670
768,0.7346393446187817,46.435669941613725,4971,4971
816,0.7206853995158429,41.010618005539456,5286,5286
864,0.7070077838364919,58.17418096559306,5591,5591
912,0.6936010254400705,19.08911832817649,5915,5915
960,0.6804597605505058,6.488850996389813,6212,6212
1008,0.6675787316103706,45.975217575033994,6546,6546
1056,0.6549527851774394,-8.398311902552058,6862,6862
1104,0.6425768698628997,49.08209830884898,7140,7140
1152,0.6304460343103925,17.65443478262482,7452,7452
1200,0.6185554252150723,-5.288475894271222,7767,7767
1248,0.6069002853818983,55.22225546274766,8082,8082
1296,0.5954759518223752,-9.69456117898267,8391,8391
1344,0.5842778538889842,-8.677132476741729,8695,8695
1392,0.5733015114465593,55.03822343512222,8992,8992
1440,0.5625425330798738,44.78686798726572,9333,9333
1488,0.5519966143367232,-6.350577795683172,9639,9639
1536,0.5416595360058002,61.163028778536614,9948,9948
1584,0.5315271624286723,56.72090885386571,10245,10245
1632,0.5215954398451873,-8.461756105944147,10536,10536
1680,0.5118603947716455,-6.061950990355001,10863,10863
1728,0.5023181324110876,50.24501042779027,11153,11153
1776,0.49296483509506484,-11.82348231856392,11451,11451
1824,0.48379676075626576,75.15636633169987,11763,11763
1872,0.47481024143139006,58.85552349410435,12089,12089
1920,0.46600168179366996,6.885772044826334,12429,12429
1968,0.45736755771445126,-5.727116676567645,12745,12745
2016,0.4489044148532607,67.65635147213476,13083,13083
2064,0.4406088672757924,59.214035556341045,13421,13421
2112,0.4324775960992644,63.851774921602605,13710,13710
2160,0.4245073481645989,-5.46840240806845,14047,14047
2208,0.41669493473489894,43.1408090397484,14380,14380
2256,0.4090372302196982,59.46022556872407,14682,14682
2304,0.4015311709244752,-5.824491570065145,14999,14999
2352,0.3941737538249297,2.7815043058773457,15316,15316
2400,0.3869620353655334,59.68792350951542,15650,15650
2448,0.37989313028187144,61.493630241765096,15980,15980
2496,0.37296421044630634,68.64045733411723,16272,16272
2544,0.36617250373650057,8.838994125915482,16581,16581
2592,0.35951529292634565,87.74328054198955,16912,16912
2640,0.3529899145988544,18.52225046287022,17235,17235
2688,0.346593758080581,113.54075197373707,17561,17561
2736,0.3403242643971428,49.720896026186615,17897,17897
2784,0.3341789252494255,12.89791907081276,18233,18233
2832,0.3281552820100635,75.50300705810591,18521,18521
2880,0.32225092473979133,12.22282856393359,18831,18831
2928,0.316463491223276,75.77574073083167,19164,19164
2976,0.31079066602404115,48.08549423195415,19509,19509
3024,0.3052301795581075,52.992780313599084,19831,19831
3072,0.29977980718597774,40.9487426674725,20175,20175
3120,0.2944373683226026,66.95624216075804,20503,20503
3168,0.28920072556497245,103.62823058967442,20855,20855
3216,0.28406778383698494,79.30880442999056,21188,21188
3264,0.2790364895512469,66.63484539064672,21494,21494
3312,0.2741048297874754,55.75804739657782,21831,21831
3360,0.26927083148716846,-4.481440697801361,22159,22159
3408,0.26453256066422315,18.20227780726844,22479,22479
3456,0.25988812163118735,47.36514568127311,22817,22817
3504,0.25533565624083254,41.21581227532515,23153,23153
3552,0.25087334314274634,82.4009510120106,23464,23464
3600,0.24649939705464663,70.2938589156166,23778,23778
3648,0.24221206804812584,60.98771262756629,24108,24108
3696,0.23800964084853948,62.69419089773484,24415,24415
3744,0.23389043414875915,63.1400957790039,24704,24704
3792,0.2298527999365149,50.47524128963699,25034,25034
3840,0.22589512283505883,80.73046047190432,25367,25367
3888,0.22201581945688495,64.82708584079698,25682,25682
3936,0.2182133377702474,0.0,26028,26028
3984,0.21448615647822383,79.8495462203335,26369,26369
4032,0.2108327844100745,72.06996807227402,26708,26708
4080,0.207251759924655,56.567864063075945,27074,27074
4128,0.20374165032564298,62.09539367393821,27391,27391
4176,0.20030105128834455,99.63348693549776,27708,27708
4224,0.19692858629785218,46.854665385299235,28031,28031
4272,0.19362290609832877,39.82668599617728,28366,28366
4320,0.19038268815319742,67.69127050734268,28685,28685
4368,0.18720663611602054,66.87647409933163,29021,29021
4416,0.18409347931185793,61.225332282911054,29372,29372
4464,0.1810419722288951,49.04521580111653,29703,29703
4512,0.17805089402013874,3.1088461191597476,30060,30060
