scenario_id,algorithm,baseline,algorithm_net_earnings,baseline_net_earnings,paired_difference
0,dqn,wait_only,109.17997563371472,109.17997563371472,0.0
1,dqn,wait_only,48.45737704612196,52.06895697251094,-3.611579926388977
2,dqn,wait_only,75.39612381574243,82.20012620044899,-6.804002384706564
3,dqn,wait_only,91.38736994820103,90.93812464639646,0.44924530180456657
4,dqn,wait_only,67.37876047235466,54.09230363511983,13.286456837234823
5,dqn,wait_only,66.23248022292981,75.45930785721114,-9.226827634281335
6,dqn,wait_only,82.497911687441,89.89341010976432,-7.395498422323314
7,dqn,wait_only,84.83606989480454,90.13303942276725,-5.296969527962716
8,dqn,wait_only,68.6578886858376,63.82384734222184,4.834041343615766
9,dqn,wait_only,57.45518509337371,79.33916790625133,-21.883982812877626
10,dqn,wait_only,90.59365914308086,73.3173979654771,17.276261177603757
11,dqn,wait_only,68.89429533779442,71.54913259868682,-2.654837260892407
12,dqn,wait_only,58.28924629017221,58.28924629017221,0.0
13,dqn,wait_only,56.15806519851125,56.15806519851125,0.0
14,dqn,wait_only,80.41580220710604,74.59534722410126,5.82045498300478
15,dqn,wait_only,56.17316411462254,56.17316411462254,0.0
16,dqn,wait_only,54.425935705432046,98.6645075532483,-44.23857184781625
17,dqn,wait_only,68.91901210614238,72.26143267424098,-3.3424205680986034
18,dqn,wait_only,71.31098137013227,80.53046544657961,-9.219484076447344
19,dqn,wait_only,70.21849625891953,64.53027473755877,5.688221521360759
20,dqn,wait_only,105.40372046996372,101.19236365327076,4.211356816692955
21,dqn,wait_only,63.66025560067304,63.66025560067304,0.0
22,dqn,wait_only,67.9677707145703,67.9677707145703,0.0
23,dqn,wait_only,65.67651720085797,57.564368130318144,8.112149070539829
24,dqn,wait_only,71.0353439376036,69.72981999454852,1.3055239430550785
25,dqn,wait_only,73.44903134021453,72.99740630173416,0.4516250384803726
26,dqn,wait_only,68.82996774955058,77.92390931296232,-9.093941563411747
27,dqn,wait_only,82.36089595231557,77.63427409146033,4.726621860855246
28,dqn,wait_only,76.94851937284443,88.70894809918836,-11.760428726343932
29,dqn,wait_only,44.94347102502094,40.249514755350354,4.693956269670586
30,dqn,wait_only,70.03393572459775,76.03746137368216,-6.003525649084409
31,dqn,wait_only,67.48861399175561,67.48861399175561,0.0
32,dqn,wait_only,62.945604422815705,62.945604422815705,0.0
33,dqn,wait_only,54.049360369022786,54.25183658160111,-0.2024762125783255
34,dqn,wait_only,67.0941784910536,78.62824414084483,-11.53406564979123
35,dqn,wait_only,67.71572255687055,67.27556926583117,0.4401532910393797
36,dqn,wait_only,77.12660447459804,49.94463152189596,27.181972952702083
37,dqn,wait_only,85.75498212450739,85.75498212450739,0.0
38,dqn,wait_only,60.63774349264553,78.91122692663576,-18.273483433990236
39,dqn,wait_only,27.589698458549726,55.20797583849897,-27.61827737994924
40,dqn,wait_only,89.96174855957817,54.80326842855486,35.15848013102331
41,dqn,wait_only,77.83500554434444,77.83500554434444,0.0
42,dqn,wait_only,53.795449474675905,55.229555110967326,-1.4341056362914202
43,dqn,wait_only,52.23040934305526,68.4925882506261,-16.262178907570842
44,dqn,wait_only,81.8758085256969,42.12055563151214,39.75525289418476
45,dqn,wait_only,89.29456947558815,89.29456947558815,0.0
46,dqn,wait_only,52.77006898981295,87.20903482544188,-34.43896583562893
47,dqn,wait_only,61.93873822809349,60.15480599260934,1.7839322354841514
48,dqn,wait_only,70.0580852761619,70.89359513272392,-0.8355098565620125
49,dqn,wait_only,60.06498339897193,60.06498339897193,0.0
50,dqn,wait_only,38.3377170481704,54.76843553071812,-16.430718482547725
51,dqn,wait_only,64.16481897137423,57.575544879916734,6.589274091457497
52,dqn,wait_only,61.69473021161902,65.32690520170962,-3.632174990090604
53,dqn,wait_only,38.78545923153497,81.39986335409897,-42.614404122564
54,dqn,wait_only,46.857662707565474,47.087096385087314,-0.22943367752183974
55,dqn,wait_only,62.0260875710392,51.58600596400374,10.44008160703546
56,dqn,wait_only,77.13288686882619,76.8954818213144,0.23740504751178548
57,dqn,wait_only,79.88184000590752,70.29250636948433,9.589333636423191
58,dqn,wait_only,63.19934726128497,61.91968546881784,1.279661792467131
59,dqn,wait_only,90.32054354133241,79.50999226299126,10.810551278341151
60,dqn,wait_only,72.94420461907237,89.76632932647277,-16.822124707400405
61,dqn,wait_only,51.953599093515614,46.71057391192217,5.243025181593445
62,dqn,wait_only,87.09226484528733,96.51061501376695,-9.41835016847962
63,dqn,wait_only,73.53568243663355,78.53042603648434,-4.994743599850793
64,dqn,wait_only,62.741619407675465,56.367740645622305,6.37387876205316
65,dqn,wait_only,46.81572687238967,56.425990119785894,-9.610263247396226
66,dqn,wait_only,54.31946837588773,73.55158334452236,-19.232114968634626
67,dqn,wait_only,70.70897323163763,70.70897323163763,0.0
68,dqn,wait_only,65.04980703228533,65.04980703228533,0.0
69,dqn,wait_only,52.92468321290573,62.05246461704592,-9.127781404140194
70,dqn,wait_only,94.86421096961946,89.2305558766026,5.63365509301687
71,dqn,wait_only,55.66182265203777,65.15319883927675,-9.491376187238984
72,dqn,wait_only,69.95401106189308,94.93433701642759,-24.980325954534507
73,dqn,wait_only,59.589528420398125,59.589528420398125,0.0
74,dqn,wait_only,71.41509936942222,76.75117495607074,-5.336075586648519
75,dqn,wait_only,67.81766823012582,79.17923880232341,-11.361570572197593
76,dqn,wait_only,50.330385918580475,50.330385918580475,0.0
77,dqn,wait_only,70.46515413802874,66.9872679242294,3.477886213799337
78,dqn,wait_only,71.55227396416271,85.3976798753924,-13.84540591122969
79,dqn,wait_only,64.8933513028393,61.43614616686003,3.4572051359792795
80,dqn,wait_only,67.62695582026285,86.34453104333733,-18.717575223074476
81,dqn,wait_only,62.67306550645368,99.40184962851197,-36.728784122058286
82,dqn,wait_only,94.95483388859462,92.78417455338426,2.1706593352103596
83,dqn,wait_only,73.70946404778012,90.4976425140827,-16.788178466302583
84,dqn,wait_only,55.971147860239704,55.971147860239704,0.0
85,dqn,wait_only,69.89326027434743,68.94546001812832,0.9478002562191108
86,dqn,wait_only,92.81503643038032,70.21553805616972,22.599498374210597
87,dqn,wait_only,99.96340917538662,64.54084207609561,35.422567099291
88,dqn,wait_only,55.12569407029844,55.12569407029844,0.0
89,dqn,wait_only,81.27633260245653,81.27633260245653,0.0
90,dqn,wait_only,56.99468068157742,60.32157851431145,-3.3268978327340264
91,dqn,wait_only,64.81296571004023,66.18071322327336,-1.3677475132331267
92,dqn,wait_only,60.11259890197667,60.11259890197667,0.0
93,dqn,wait_only,58.53378407107528,53.41358713786932,5.1201969332059605
94,dqn,wait_only,73.05185268343588,73.05185268343588,0.0
95,dqn,wait_only,127.9216712755235,125.94036113448199,1.9813101410415044
96,dqn,wait_only,107.7481895490348,106.40514368637479,1.34304586266002
97,dqn,wait_only,66.51080530670261,75.44334116139909,-8.932535854696482
98,dqn,wait_only,76.54321234680769,92.93189536391922,-16.388683017111532
99,dqn,wait_only,74.1670287245502,68.37221508805692,5.794813636493288
100,dqn,wait_only,67.8221823188093,68.04063955686928,-0.21845723805998318
101,dqn,wait_only,104.64175823770509,103.64059589755881,1.00116234014628
102,dqn,wait_only,81.60515593888589,86.6609129374506,-5.055756998564718
103,dqn,wait_only,61.09316756798614,58.290633409289,2.802534158697142
104,dqn,wait_only,75.73821158437089,90.09839432448764,-14.360182740116755
105,dqn,wait_only,54.74756722667493,79.65009854810407,-24.902531321429137
106,dqn,wait_only,56.300450369305196,56.300450369305196,0.0
107,dqn,wait_only,24.13172407533975,36.04813746311016,-11.916413387770408
108,dqn,wait_only,60.02957730345388,58.82307758277063,1.2064997206832473
109,dqn,wait_only,71.52757480781972,66.97492695339153,4.552647854428187
110,dqn,wait_only,55.98361683285205,74.96639471708863,-18.982777884236583
111,dqn,wait_only,58.42644698998815,58.42644698998815,0.0
112,dqn,wait_only,62.6875574019618,61.01988382392015,1.6676735780416436
113,dqn,wait_only,84.85187448849551,84.85187448849551,0.0
114,dqn,wait_only,66.31480935272708,34.958652725807404,31.356156626919677
115,dqn,wait_only,80.30496871049726,74.29827718091383,6.006691529583435
116,dqn,wait_only,77.5033164350774,68.45577196848102,9.047544466596378
117,dqn,wait_only,105.58573815838137,119.0718108310225,-13.486072672641129
118,dqn,wait_only,85.8968677166972,68.06850014935384,17.828367567343363
119,dqn,wait_only,70.31071789422596,73.21986289113481,-2.90914499690885
120,dqn,wait_only,59.382024579008004,55.721070419779494,3.6609541592285098
121,dqn,wait_only,48.68124008023279,43.66431592431579,5.016924155917003
122,dqn,wait_only,92.95004705357222,82.65581592123166,10.294231132340556
123,dqn,wait_only,66.79743992142966,54.23003716442198,12.567402757007677
124,dqn,wait_only,60.6940905175627,71.10729954995843,-10.413209032395727
125,dqn,wait_only,79.54549263217721,60.00937949095861,19.536113141218607
126,dqn,wait_only,50.60122827629512,50.60122827629512,0.0
127,dqn,wait_only,48.8164556819285,50.606640816893055,-1.7901851349645526
128,dqn,wait_only,78.3024483375672,64.62920439808798,13.673243939479221
129,dqn,wait_only,75.14257630065032,75.75958341345637,-0.6170071128060499
130,dqn,wait_only,75.85651671914333,62.220097937603,13.636418781540328
131,dqn,wait_only,62.996988392524656,62.996988392524656,0.0
132,dqn,wait_only,82.34737780342273,65.65702528522655,16.69035251819618
133,dqn,wait_only,77.35976860148969,52.91974379058818,24.440024810901512
134,dqn,wait_only,77.09092389098339,89.0569128110353,-11.965988920051913
135,dqn,wait_only,67.18461882202241,58.91183867851507,8.272780143507347
136,dqn,wait_only,47.91128673040716,52.20100096526877,-4.289714234861606
