from_zone,to_zone,edge_source,polygon_distance_feet,centroid_distance_miles,fallback_travel_time_min,trip_count,avg_distance_miles,avg_duration_min,avg_fare,avg_tip,avg_total_amount,avg_driver_income,has_historical_od,income_score,demand_score,time_score,edge_utility,travel_time_cost,utility_cost
2,30,spatial_adjacency,0.0,1.0270781807213507,5.135390903606754,0,1.0270781807213507,5.135390903606754,0.0,0.0,0.0,0.0,False,0.0,0.0,0.02554760915804645,-0.02554760915804645,5.135390903606754,0.02554760915804645
2,132,spatial_adjacency,0.0,3.1452480969111383,15.726240484555692,0,3.1452480969111383,15.726240484555692,0.0,0.0,0.0,0.0,False,0.0,0.0,0.1092993757157321,-0.1092993757157321,15.726240484555692,0.1092993757157321
3,242,spatial_adjacency,0.0,1.2325248625004617,6.162624312502309,59,2.43271186440678,13.075706214689266,14.337457627118644,0.0,15.60864406779661,10.03622033898305,True,0.07956520874068679,0.000398942464382552,0.08833911887077475,-0.008734015883649707,13.075706214689266,0.008734015883649707
3,185,spatial_adjacency,0.0,0.784947091670741,3.9247354583537044,38,1.982894736842105,9.68640350877193,10.791315789473684,0.0,12.186052631578947,7.553921052631578,True,0.05988602133701273,0.0002569459940091013,0.06153672810413266,-0.0016250121677190213,9.68640350877193,0.0016250121677190213
3,32,spatial_adjacency,0.0,0.9162387627103086,4.581193813551543,43,1.2958139534883721,9.633333333333333,10.019069767441861,0.0,11.46093023255814,7.013348837209302,True,0.0556004696346029,0.00029075467743135147,0.06111705252376146,-0.005487507421415433,9.633333333333333,0.005487507421415433
3,184,spatial_adjacency,0.0,2.089039247740358,10.44519623870179,0,2.089039247740358,10.44519623870179,0.0,0.0,0.0,0.0,False,0.0,0.0,0.06753721287138592,-0.06753721287138592,10.44519623870179,0.06753721287138592
3,51,spatial_adjacency,0.0,1.1986370017720918,5.993185008860459,73,1.7758904109589042,9.810502283105022,12.406849315068493,0.0,13.838356164383562,8.684794520547946,True,0.06885136690486297,0.0004936067779648525,0.06251809333820567,0.006382634244453789,9.810502283105022,-0.006382634244453789
3,81,spatial_adjacency,0.0,1.2684377338047903,6.342188669023951,52,1.2432692307692308,7.915384615384616,10.954615384615384,0.055,12.39423076923077,7.706730769230769,True,0.06109746713913347,0.00035161030759140176,0.04753162305618285,0.013601005113709756,7.915384615384616,-0.013601005113709756
3,254,spatial_adjacency,0.0,1.3613907396205454,6.806953698102727,52,1.8659615384615384,11.022435897435896,12.318846153846154,0.0,13.761153846153848,8.623192307692307,True,0.06836299650652597,0.00035161030759140176,0.07210198747012074,-0.003703829932835634,11.022435897435896,0.003703829932835634
4,232,spatial_adjacency,0.0,0.6988896594302756,3.494448297151378,1079,1.1909360518999073,7.3919524250849555,9.875347544022242,0.8089620018535681,15.67017608897127,7.479016682113067,True,0.059292194012123704,0.007295913882521586,0.043392354504053404,0.01662943089632246,7.3919524250849555,-0.01662943089632246
4,148,spatial_adjacency,0.0,0.8031126353026996,4.015563176513498,2855,0.9867670753064798,7.900548744892002,9.875408056042032,0.992539404553415,16.08123642732049,7.607563222416812,True,0.06031128605740626,0.01930475823410485,0.04741430193357787,0.014827459947238879,7.900548744892002,-0.014827459947238879
4,79,spatial_adjacency,0.0,0.5412258121103908,2.706129060551954,3422,0.7579777907656342,5.926329631794273,8.403150204558738,1.076946230274693,14.734468147282291,6.636067504383401,True,0.05260945638595406,0.023138662934188016,0.031802302440042673,0.023121020239330187,5.926329631794273,-0.023121020239330187
4,224,spatial_adjacency,0.0,0.5570838671393881,2.7854193356969406,458,0.8249563318777292,5.5334425036390105,8.795393013100437,1.0823144104803493,15.11382096069869,6.9143951965065495,True,0.054815984359047144,0.0030968754014781157,0.02869537595701819,0.026430295942176767,5.5334425036390105,-0.026430295942176767
5,84,spatial_adjacency,0.0,1.654710613937032,8.273553069685159,0,1.654710613937032,8.273553069685159,0.0,0.0,0.0,0.0,False,0.0,0.0,0.050363996469064275,-0.050363996469064275,8.273553069685159,0.050363996469064275
5,204,spatial_adjacency,0.0,1.3265504608011773,6.632752304005887,0,1.3265504608011773,6.632752304005887,0.0,0.0,0.0,0.0,False,0.0,0.0,0.03738864811343883,-0.03738864811343883,6.632752304005887,0.03738864811343883
5,99,spatial_adjacency,0.0,1.6674107090559187,8.337053545279593,0,1.6674107090559187,8.337053545279593,0.0,0.0,0.0,0.0,False,0.0,0.0,0.050866154201325314,-0.050866154201325314,8.337053545279593,0.050866154201325314
6,118,spatial_adjacency,0.0,3.357080222197707,16.785401110988538,0,3.357080222197707,16.785401110988538,0.0,0.0,0.0,0.0,False,0.0,0.0,0.11767515075191647,-0.11767515075191647,16.785401110988538,0.11767515075191647
6,214,spatial_adjacency,0.0,1.1811420033665534,5.905710016832767,22,1.5545454545454547,6.5590909090909095,10.087272727272728,0.0,12.218181818181819,7.061090909090908,True,0.05597895952289463,0.00014875820705790075,0.0368061384758428,0.019187696867757627,6.5590909090909095,-0.019187696867757627
6,115,spatial_adjacency,0.0,1.4821122678655678,7.410561339327839,0,1.4821122678655678,7.410561339327839,0.0,0.0,0.0,0.0,False,0.0,0.0,0.04353951261725761,-0.04353951261725761,7.410561339327839,0.04353951261725761
6,221,spatial_adjacency,0.0,1.2766920917263442,6.3834604586317205,9,1.5144444444444443,6.816666666666666,12.134444444444444,0.0,13.634444444444444,8.494111111111112,True,0.0673396658099501,6.085563016005031e-05,0.03884303122505234,0.028502720147913774,6.816666666666666,-0.028502720147913774
7,193,spatial_adjacency,0.0,1.1730047853204995,5.865023926602497,695,1.2575971223021583,8.249592326139089,10.69610071942446,0.6731366906474819,13.129812949640288,7.95846618705036,True,0.06309317671801157,0.004699406995692774,0.05017451642927325,0.013388600988307596,8.249592326139089,-0.013388600988307596
7,226,spatial_adjacency,0.0,1.6625426048940781,8.31271302447039,972,1.819804526748971,11.169735939643347,12.72877572016461,0.2515329218106996,14.647119341563785,9.086216049382715,True,0.07203375894648492,0.006572408057285433,0.07326682685855725,-0.000575827106343782,11.169735939643347,0.000575827106343782
7,260,spatial_adjacency,0.0,1.3826561480480757,6.913280740240379,825,1.8770787878787878,10.556303030303031,12.367600000000001,0.17815757575757574,14.193636363636363,8.782030303030302,True,0.06962223333355445,0.005578432764671278,0.06841583833028199,0.001764238279739594,10.556303030303031,-0.001764238279739594
7,146,spatial_adjacency,0.0,0.9385517436761515,4.692758718380758,748,1.1720588235294118,7.312522281639929,9.817072192513368,0.8029545454545455,12.373034759358289,7.4340187165775395,True,0.0589354588668386,0.005057779039968626,0.042764225969075635,0.016677010801759824,7.312522281639929,-0.016677010801759824
7,207,spatial_adjacency,0.0,1.0810227351360169,5.405113675680084,9,1.6566666666666667,8.649999999999999,13.087777777777779,0.49444444444444446,15.082222222222223,9.507555555555555,True,0.0753740568501813,6.085563016005031e-05,0.05334091491060265,0.022039227502594655,8.649999999999999,-0.022039227502594655
7,179,spatial_adjacency,0.0,0.830030302651122,4.150151513255611,1093,1.1913266239707228,8.343946325099115,9.759551692589204,0.48289112534309236,12.00565416285453,7.1697099725526074,True,0.05684007039587729,0.0073905781961038875,0.05092066186683088,0.0066584663486568,8.343946325099115,-0.0066584663486568
7,223,spatial_adjacency,0.0,1.3306509217180358,6.653254608590179,1784,1.5475504484304932,10.032361733931241,11.550414798206278,0.39219730941704034,13.640134529147982,8.359828475336322,True,0.06627509911204982,0.01206293824505886,0.064272543799634,0.00320884913692171,10.032361733931241,-0.00320884913692171
8,179,spatial_adjacency,0.0,0.5552317442814487,2.7761587214072434,5,0.686,5.326666666666666,5.518,0.0,7.217999999999999,3.8625999999999996,True,0.03062194380966707,3.3808683422250173e-05,0.027060205756977807,0.0035651189210314897,5.326666666666666,-0.0035651189210314897
8,223,spatial_adjacency,0.0,0.9306087436719422,4.6530437183597115,7,0.8028571428571428,4.026190476190476,27.461428571428574,4.142857142857143,32.96142857142858,22.122999999999998,True,0.17538685416591535,4.733215679115024e-05,0.016776122550422507,0.15861546483117195,4.026190476190476,-0.15861546483117195
9,121,spatial_adjacency,0.0,1.741414403526769,8.707072017633845,7,2.4442857142857144,10.528571428571428,12.762857142857143,0.0,14.120000000000001,8.934,True,0.07082701962293937,4.733215679115024e-05,0.06819653858319902,0.002635214255419474,10.528571428571428,-0.002635214255419474
9,98,spatial_adjacency,0.0,1.2738235216746985,6.369117608373492,18,1.771111111111111,8.856481481481481,11.22111111111111,0.0,12.72111111111111,7.854777777777778,True,0.0622711551153453,0.00012171126032010061,0.05497375736609646,0.00730956887528085,8.856481481481481,-0.00730956887528085
9,192,spatial_adjacency,0.0,1.5172552612245507,7.586276306122754,5,2.452,7.873333333333333,12.379999999999999,0.0,13.88,8.665999999999999,True,0.06870236759037303,3.3808683422250173e-05,0.04719908418563316,0.0215066642730821,7.873333333333333,-0.0215066642730821
9,73,spatial_adjacency,0.0,1.037057928905174,5.18528964452587,14,1.2657142857142856,7.05,13.844999999999999,0.0,15.202142857142857,9.6915,True,0.07683233273737598,9.466431358230048e-05,0.04068821642139511,0.0361535827473391,7.05,-0.0361535827473391
9,16,spatial_adjacency,0.0,1.1104910361383529,5.552455180691764,36,1.3172222222222223,8.20925925925926,9.600277777777778,0.0,11.0725,6.720194444444444,True,0.05327639845384317,0.00024342252064020123,0.04985556509528855,0.0034451756106186338,8.20925925925926,-0.0034451756106186338
9,171,spatial_adjacency,0.0,1.646772335022918,8.23386167511459,21,1.5657142857142858,8.167460317460318,9.553333333333333,0.14285714285714285,11.196190476190477,6.787333333333333,True,0.05380866254616415,0.00014199647037345072,0.04952502171544483,0.004297840477756665,8.167460317460318,-0.004297840477756665
10,219,spatial_adjacency,0.0,1.8095206001962738,9.047603000981368,105,2.4034285714285715,11.22968253968254,13.286285714285714,0.10523809523809524,15.015333333333333,9.374066666666666,True,0.0743157828236783,0.0007099823518672536,0.0737408807684004,0.0006459002904646294,11.22968253968254,-0.0006459002904646294
10,218,spatial_adjacency,0.0,1.0552869479604758,5.276434739802379,180,1.458,10.064907407407407,12.358722222222223,0.0,13.578166666666668,8.651105555555555,True,0.06858428732297439,0.001217112603201006,0.06452991292064783,0.004176085662646656,10.064907407407407,-0.004176085662646656
10,216,spatial_adjacency,0.0,1.5081772864921292,7.540886432460646,333,2.0412612612612615,10.564364364364364,13.076426426426426,0.07357357357357357,14.719819819819818,9.205,True,0.07297545507378073,0.0022516583159218613,0.06847958684859376,0.00472103405677915,10.564364364364364,-0.00472103405677915
10,205,spatial_adjacency,0.0,1.689023175573288,8.44511587786644,210,2.3912857142857145,11.457301587301588,13.200761904761904,0.08933333333333332,14.775809523809524,9.303066666666666,True,0.07375290859117005,0.0014199647037345072,0.07554087775585314,-0.0016459726943096331,11.457301587301588,0.0016459726943096331
