time_bin,zone_id,pickup_count,dropoff_count,raw_pickups_per_bin_day,raw_dropoffs_per_bin_day,posterior_pickups_per_bin_day,temporal_pickup_prior,spatial_pickup_prior,node_confidence,node_imputation_layer,service_days,latent_vacant_supply_index,competition_ratio,expected_wait_min_low,expected_wait_min_medium,expected_wait_min_high,expected_wait_min,competition_scenario,pickup_probability_15m,estimated_competitors_equivalent_low,estimated_competitors_equivalent_medium,estimated_competitors_equivalent_high,estimated_competitors_equivalent,expected_trip_revenue,expected_trip_duration_min,expected_trip_distance_miles
0,1,0.0,16.0,0.0,0.08247422680412371,1.022323177383017,0.0022406311754944903,0.0026877321732899683,0.05,temporal_spatial_eb,194,0.35,0.6527882776052045,3.229261339911859,4.613230485588369,6.227861155544298,4.613230485588369,medium,0.9612845902982621,0.0,0.0,0.0,0.0,78.59818808842097,29.014660063546696,11.11036492944427
0,2,0.0,0.0,0.0,0.0,1.0328711521370346,0.0017029803318706629,0.07534662980732375,0.05,temporal_spatial_eb,194,0.4064064397189405,0.6985193374356501,2.764389703610458,3.9491281480149403,5.33132299982017,3.9491281480149403,medium,0.9775913161723531,0.0,0.0,0.0,0.0,56.73617982177452,45.86885974409385,12.720033552162112
0,3,18.0,50.0,0.09278350515463918,0.25773195876288657,0.49224581648848287,0.06359951967137757,0.1481620815096331,0.6,observed_sparse_eb,194,0.4943542101751908,1.5571428759803527,6.162391651479531,8.80341664497076,11.884612470710527,8.80341664497076,medium,0.8180246267563489,0.0,0.0,0.0,0.0,19.36386610811524,16.425106088447663,4.0157871944077215
0,4,1311.0,2014.0,6.757731958762887,10.381443298969073,6.773131272068552,6.946354273436863,25.840894583503665,0.9909297052154195,observed_dense_eb,194,40.83526983179011,6.036124499082673,23.887957742490077,34.12565391784297,46.06963278908801,34.12565391784297,medium,0.35567499670545155,9.786418240767443,14.409168915382061,19.802378035765784,14.409168915382061,14.413227607522654,10.43104183394351,1.6249455446122782
0,5,0.0,0.0,0.0,0.0,1.0202720587195733,0.0008743392557582033,0.0030201761970484737,0.05,temporal_spatial_eb,194,0.35,0.6540393111237991,2.5883600360507812,3.6976571943582592,4.9918372123836505,3.6976571943582592,medium,0.9826926267673962,0.0,0.0,0.0,0.0,59.21551105614666,37.89302434829243,13.251637934291972
0,6,1.0,7.0,0.005154639175257732,0.03608247422680412,0.9512132748681631,0.016091596170396207,0.010965885353187294,0.07692307692307693,observed_sparse_eb,194,0.35,0.6991517367687459,2.7668924234512544,3.9527034620732207,5.3361496737988485,3.9527034620732207,medium,0.9775141951814199,0.0,0.0,0.0,0.0,27.211368967315842,17.51394577724425,5.9084771271351135
0,7,469.0,1238.0,2.417525773195876,6.381443298969073,2.4165745614711613,2.36296143382234,0.6194104881484384,0.975051975051975,observed_dense_eb,194,17.394717292151178,7.194072933910231,28.470537721307103,40.67219674472444,54.90746560537799,40.67219674472444,medium,0.3084378862402324,3.5867451472477248,5.5524930674967505,7.8458656411206125,5.5524930674967505,15.409710571952505,11.320346923467035,2.5053461887514152
0,8,2.0,4.0,0.010309278350515464,0.020618556701030927,1.0120880910837446,0.009299711367064712,0.9237832275524859,0.14285714285714285,observed_sparse_eb,194,2.4253601287282995,2.6131167009850835,10.341407195761652,14.773438851088075,19.944142448968904,14.773438851088075,medium,0.6377192112545855,0.0,0.0,0.3456819372986146,0.0,24.59240122416559,15.392246593667132,3.6455315241239745
0,9,14.0,39.0,0.07216494845360824,0.20103092783505155,0.5297101682982863,0.04545364558790564,0.11209541971159293,0.5384615384615384,observed_sparse_eb,194,0.47667673569288854,1.426017311580995,5.643462338174604,8.06208905453515,10.883820223622454,8.06208905453515,medium,0.8444145139625467,0.0,0.0,0.0,0.0,19.82569398428496,14.350983195563732,4.404814752214245
0,10,93.0,382.0,0.4793814432989691,1.9690721649484537,0.5809762245683189,0.45405186240779466,0.40798559834010933,0.8857142857142857,observed_dense_eb,194,6.81390026151068,11.35367702073378,44.932167475072234,64.18881067867463,75.0,64.18881067867463,medium,0.208389331747608,0.7403014014225919,1.4861448591751318,1.9048811228415943,1.4861448591751318,40.6312890844023,22.99152143361013,6.761367240380029
0,11,5.0,34.0,0.02577319587628866,0.17525773195876287,0.7605667827486026,0.0446416053486144,0.08574890897454597,0.29411764705882354,observed_sparse_eb,194,0.5058875834602337,1.0559124820757517,4.178772779691119,5.969675399558742,8.059061789404302,5.969675399558742,medium,0.918950843207047,0.0,0.0,0.0,0.0,18.15603932826853,16.025186228929762,3.4201892351017027
