state_zone,state_time_bin,action_zone,next_zone,next_time_bin,reward,travel_time_min,distance_miles,done,state_income_score,state_demand_score,action_income_score,action_demand_score
2,0,30,30,1,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,0,132,132,2,0.7937777255617947,15.726240484556884,3.145248096911377,False,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,0,2,2,1,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,1,30,30,2,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,1,132,132,3,0.7937777255617947,15.726240484556884,3.145248096911377,False,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,1,2,2,2,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,2,30,30,3,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,2,132,132,4,0.7937777255617947,15.726240484556884,3.145248096911377,False,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,2,2,2,3,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,3,30,30,4,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,3,132,132,5,0.7937777255617947,15.726240484556884,3.145248096911377,False,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,3,2,2,4,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,4,30,30,5,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,4,132,132,6,0.7937777255617947,15.726240484556884,3.145248096911377,False,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,4,2,2,5,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,5,30,30,6,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,5,132,132,7,0.7937777255617947,15.726240484556884,3.145248096911377,False,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,5,2,2,6,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,6,30,30,7,0.3090890771402578,5.135390903607488,1.0270781807214975,False,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,6,132,132,8,0.7937777255617947,15.726240484556884,3.145248096911377,True,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,6,2,2,7,0.4860355798909799,15.0,0.0,False,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
2,7,30,30,8,0.3090890771402578,5.135390903607488,1.0270781807214975,True,0.6526947636262131,2.4943104778001378e-05,0.37228330933136927,9.378607396528518e-05
2,7,132,132,8,0.7937777255617947,15.726240484556884,3.145248096911377,True,0.6526947636262131,2.4943104778001378e-05,0.7355672163923789,0.8393933437828314
2,7,2,2,8,0.4860355798909799,15.0,0.0,True,0.6526947636262131,2.4943104778001378e-05,0.6526947636262131,2.4943104778001378e-05
8,0,8,8,1,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,1,8,8,2,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,2,8,8,3,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,3,8,8,4,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,4,8,8,5,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,5,8,8,6,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,6,8,8,7,0.28416572619036284,15.0,0.0,False,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
8,7,8,8,8,0.28416572619036284,15.0,0.0,True,0.450774923943621,0.0001915630446950506,0.450774923943621,0.0001915630446950506
10,0,10,10,1,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,1,10,10,2,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,2,10,10,3,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,3,10,10,4,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,4,10,10,5,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,5,10,10,6,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,6,10,10,7,0.3456022836226742,15.0,0.0,False,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
10,7,10,10,8,0.3456022836226742,15.0,0.0,True,0.5093796408042762,0.009631031616881893,0.5093796408042762,0.009631031616881893
19,0,19,19,1,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,1,19,19,2,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,2,19,19,3,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,3,19,19,4,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,4,19,19,5,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,5,19,19,6,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,6,19,19,7,0.17210113591641465,15.0,0.0,False,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
19,7,19,19,8,0.17210113591641465,15.0,0.0,True,0.33824130352742726,0.0017549968521801769,0.33824130352742726,0.0017549968521801769
27,0,27,27,1,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,1,27,27,2,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,2,27,27,3,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,3,27,27,4,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,4,27,27,5,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,5,27,27,6,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,6,27,27,7,0.2858610848165417,15.0,0.0,False,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
27,7,27,27,8,0.2858610848165417,15.0,0.0,True,0.4524978197574747,9.977241911200551e-05,0.4524978197574747,9.977241911200551e-05
28,0,28,28,1,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,1,28,28,2,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,2,28,28,3,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,3,28,28,4,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,4,28,28,5,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,5,28,28,6,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,6,28,28,7,0.1785338441881922,15.0,0.0,False,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
28,7,28,28,8,0.1785338441881922,15.0,0.0,True,0.3434300492777163,0.005901538590475126,0.3434300492777163,0.005901538590475126
30,0,2,2,1,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,0,30,30,1,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,1,2,2,2,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,1,30,30,2,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,2,2,2,3,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,2,30,30,3,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,3,2,2,4,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,3,30,30,4,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,4,2,2,5,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,4,30,30,5,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,5,2,2,6,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,5,30,30,6,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,6,2,2,7,0.5894798785443455,5.135390903607488,1.0270781807214975,False,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,6,30,30,7,0.2056447784868922,15.0,0.0,False,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
30,7,2,2,8,0.5894798785443455,5.135390903607488,1.0270781807214975,True,0.37228330933136927,9.378607396528518e-05,0.6526947636262131,2.4943104778001378e-05
30,7,30,30,8,0.2056447784868922,15.0,0.0,True,0.37228330933136927,9.378607396528518e-05,0.37228330933136927,9.378607396528518e-05
38,0,38,38,1,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
38,1,38,38,2,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
38,2,38,38,3,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
38,3,38,38,4,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
38,4,38,38,5,0.24559986454459384,15.0,0.0,False,0.41172446765822496,0.0018068785101184198,0.41172446765822496,0.0018068785101184198
