episode,epsilon,episode_net_reward,q_state_count
1,1.0,16.14563154790934,6
51,0.9951495149514952,-6.784793965612816,201
101,0.9902990299029903,-8.122847749600131,350
151,0.9854485448544854,-9.2867734798355,455
201,0.9805980598059806,-8.567818753330455,549
251,0.9757475747574758,29.268395614796418,635
301,0.9708970897089709,15.011737563327127,699
351,0.9660466046604661,-12.899640557886606,749
401,0.9611961196119612,-12.981863106354183,783
451,0.9563456345634563,25.072873355317654,837
501,0.9514951495149515,-13.400628748122944,869
551,0.9466446644664467,-8.854172358388475,901
601,0.9417941794179417,-6.986818734057318,929
651,0.9369436943694369,-8.241418572959198,970
701,0.9320932093209321,82.28144923932865,1002
751,0.9272427242724273,-8.138742774950572,1040
801,0.9223922392239224,-8.167135111601922,1077
851,0.9175417541754175,58.074077829084565,1111
901,0.9126912691269127,66.10934743117063,1158
951,0.9078407840784078,-13.447694872069409,1175
1001,0.902990299029903,-6.179602233310574,1195
1051,0.8981398139813981,-7.51869107563201,1225
1101,0.8932893289328933,-8.748765736678687,1247
1151,0.8884388438843884,-9.37536272240741,1269
1201,0.8835883588358836,67.09651595682688,1286
1251,0.8787378737873788,51.359052451760846,1301
1301,0.8738873887388738,-7.117901992853694,1327
1351,0.869036903690369,-7.095142076224414,1336
1401,0.8641864186418642,-9.306095525564,1363
1451,0.8593359335933594,75.12174128703285,1383
1501,0.8544854485448545,62.134311861885806,1408
1551,0.8496349634963496,-6.447799456670936,1414
1601,0.8447844784478448,-13.45464413051883,1431
1651,0.8399339933993399,-10.18278961366938,1446
1701,0.8350835083508351,-9.2867734798355,1462
1751,0.8302330233023303,81.73504378322559,1479
1801,0.8253825382538253,4.231343473316589,1500
1851,0.8205320532053205,57.78886334103272,1517
1901,0.8156815681568157,-7.05549982479021,1530
1951,0.8108310831083109,-5.624331422461588,1539
2001,0.805980598059806,-9.246060595193228,1559
2051,0.8011301130113011,73.83866201493582,1577
2101,0.7962796279627963,79.18457985407905,1593
2151,0.7914291429142915,-9.840358276279341,1607
2201,0.7865786578657865,-13.018834753848413,1616
2251,0.7817281728172818,-7.23966583334181,1621
2301,0.7768776877687769,43.52791374750655,1638
2351,0.772027202720272,5.9334647391728375,1646
2401,0.7671767176717672,-8.228437560768047,1658
2451,0.7623262326232624,-8.206817880131993,1668
2501,0.7574757475747576,76.68870494312301,1680
2551,0.7526252625262526,-13.322434110499835,1689
2601,0.7477747774777478,-13.79189621553919,1695
2651,0.742924292429243,73.35568563484567,1713
2701,0.738073807380738,67.99002034898317,1728
2751,0.7332233223322332,65.77557588186718,1742
2801,0.7283728372837284,-8.038683579276016,1748
2851,0.7235223522352235,-7.773330842034905,1760
2901,0.7186718671867187,-13.040340196030282,1768
2951,0.7138213821382138,64.67467539911394,1783
3001,0.7089708970897091,59.1617467878007,1792
3051,0.7041204120412041,117.98813855996661,1803
3101,0.6992699269926993,44.249485085176445,1815
3151,0.6944194419441945,9.829187980966108,1824
3201,0.6895689568956895,-7.052187273990789,1829
3251,0.6847184718471848,-8.88335045651133,1841
3301,0.6798679867986799,-6.539780220293615,1846
3351,0.6750175017501749,98.2512031559308,1849
3401,0.6701670167016702,6.377171755610984,1861
3451,0.6653165316531653,-8.221388266405466,1875
3501,0.6604660466046605,-5.474511917820729,1885
3551,0.6556155615561556,-6.917845525946542,1896
3601,0.6507650765076507,72.89828147071462,1903
3651,0.645914591459146,59.38274515437253,1915
3701,0.641064106410641,46.380792785958114,1921
3751,0.6362136213621362,13.386697542874252,1924
3801,0.6313631363136314,86.01516059400302,1928
3851,0.6265126512651266,9.245239012911696,1932
3901,0.6216621662166217,70.03527257532684,1939
3951,0.6168116811681168,76.19367718675804,1946
4001,0.611961196119612,26.60019660146625,1951
4051,0.6071107110711071,55.96309072642404,1954
4101,0.6022602260226022,79.3615999053525,1957
4151,0.5974097409740975,-13.195257458036732,1958
4201,0.5925592559255926,-2.0974085765638506,1970
4251,0.5877087708770877,58.029033378215026,1976
4301,0.5828582858285829,59.93681927459823,1987
4351,0.578007800780078,-8.65805191994111,1992
4401,0.5731573157315731,-7.815470667569101,1997
4451,0.5683068306830683,84.99292179881898,2003
4501,0.5634563456345635,-12.514586922327526,2017
4551,0.5586058605860587,66.94903563658899,2022
4601,0.5537553755375537,72.02113675581164,2029
4651,0.548904890489049,10.426279595249857,2034
4701,0.5440544054405441,76.80295650411972,2038
4751,0.5392039203920392,-2.6672333880465215,2043
4801,0.5343534353435344,4.5645698876816345,2045
4851,0.5295029502950295,84.12077477805444,2052
4901,0.5246524652465248,-10.18278961366938,2056
4951,0.5198019801980198,-12.0005367764832,2060
5001,0.514951495149515,97.47214101949712,2065
5051,0.5101010101010102,24.632235807955645,2067
5101,0.5052505250525052,90.16100828485288,2075
5151,0.5004000400040005,-6.842118385338607,2081
5201,0.4955495549554956,88.59626355609628,2092
5251,0.49069906990699075,75.79444511716156,2099
5301,0.4858485848584859,90.1937931234872,2100
5351,0.480998099809981,131.03259009753518,2103
5401,0.47614761476147616,78.76218430825435,2110
5451,0.47129712971297133,14.777063475047454,2111
5501,0.4664466446644664,85.64390353613668,2115
5551,0.46159615961596157,-11.585622070297477,2120
5601,0.45674567456745685,75.94139176987112,2123
5651,0.4518951895189519,58.63235108061457,2131
5701,0.4470447044704471,81.86128082894521,2135
5751,0.44219421942194226,86.43134030132072,2141
5801,0.4373437343734373,73.93150165604561,2146
5851,0.4324932493249325,76.77623925971275,2149
5901,0.42764276427642767,-12.12882558011612,2155
5951,0.42279227922792273,81.59803537784143,2158
6001,0.417941794179418,31.10905554008738,2160
6051,0.4130913091309132,72.75440486882707,2163
6101,0.40824082408240825,4.685069196745701,2166
6151,0.4033903390339034,91.22895019969845,2170
6201,0.3985398539853986,75.7202036151763,2176
6251,0.39368936893689366,11.299247776553054,2178
6301,0.38883888388838883,15.604921101995119,2185
6351,0.383988398839884,86.69793621119956,2190
6401,0.3791379137913792,70.72701850272942,2192
6451,0.37428742874287435,3.5244160123689507,2195
6501,0.3694369436943695,73.30684452111335,2199
6551,0.3645864586458646,93.28690343973307,2201
6601,0.35973597359735976,65.99459810893936,2203
6651,0.35488548854885493,0.0,2206
6701,0.35003500350035,76.1797240297202,2208
6751,0.34518451845184517,78.92458913336235,2209
6801,0.34033403340334034,61.31060380577775,2213
6851,0.3354835483548355,62.005908220689136,2215
6901,0.3306330633063307,73.32255802332038,2217
6951,0.32578257825782586,78.96911679443997,2218
7001,0.3209320932093209,19.232518440240675,2220
7051,0.3160816081608161,115.06440317436642,2220
7101,0.31123112311231127,91.65285229800922,2223
7151,0.30638063806380633,73.06905493450405,2226
7201,0.3015301530153015,82.18976085958218,2226
7251,0.2966796679667968,14.930394093627466,2231
7301,0.29182918291829185,99.55943290764752,2236
7351,0.286978697869787,9.427110737668226,2244
7401,0.2821282128212822,83.11324179223655,2250
7451,0.27727772777277726,196.52344529924648,2251
7501,0.27242724272427243,84.90431574856856,2253
7551,0.2675767576757676,4.998995355712145,2256
7601,0.26272627262726267,55.84635706935798,2257
7651,0.25787578757875795,81.73592683069785,2259
7701,0.2530253025302531,11.490996822604579,2260
7751,0.2481748174817482,81.88618954365174,2264
7801,0.24332433243324336,96.75710191284755,2265
7851,0.23847384738473854,71.33197683127243,2269
7901,0.2336233623362336,68.91156153943834,2274
7951,0.22877287728772877,47.38545276517702,2275
8001,0.22392239223922394,76.96238623729421,2275
8051,0.21907190719071912,53.38692972643096,2276
8101,0.2142214221422143,-8.362736095207916,2280
8151,0.20937093709370946,89.3373309432507,2281
8201,0.20452045204520453,99.04456254330665,2284
8251,0.1996699669966997,90.26776525588255,2287
8301,0.19481948194819487,84.08991173855118,2293
8351,0.18996899689968993,79.38322619851321,2297
8401,0.1851185118511851,93.16497176648171,2300
8451,0.18026802680268028,67.67108844690009,2302
8501,0.17541754175417545,100.48628932330847,2303
8551,0.17056705670567063,18.75917794330378,2303
8601,0.1657165716571658,34.97147924968338,2305
8651,0.16086608660866086,68.51608625356126,2306
8701,0.15601560156015604,95.9616323174432,2308
8751,0.1511651165116512,18.460640403554336,2309
8801,0.14631463146314627,66.20277868713374,2312
8851,0.14146414641464145,76.66233498959721,2315
8901,0.13661366136613673,100.75098056124827,2316
8951,0.1317631763176318,73.31204490053611,2317
9001,0.12691269126912696,83.24074451943426,2319
9051,0.12206220622062214,124.67500183738463,2322
9101,0.1172117211721172,28.064874009223697,2323
9151,0.11236123612361237,73.96657964458701,2326
9201,0.10751075107510755,87.59356472771694,2328
9251,0.10266026602660261,74.47227868201627,2329
9301,0.0978097809780979,73.98865144208114,2330
9351,0.09295929592959307,81.58429771440807,2332
9401,0.08810881088108813,60.83268980732505,2334
9451,0.0832583258325833,4.001323413236706,2335
9501,0.07840784078407848,109.05090570447905,2335
9551,0.07355735573557354,98.99297300467603,2337
9601,0.06870687068706871,72.21810720667148,2339
9651,0.06385638563856388,117.28245244676992,2340
9701,0.05900590059005906,84.00461831616734,2342
9751,0.05415541554155423,126.26717186385201,2344
9801,0.049304930493049404,118.85563255603564,2347
9851,0.044454445444544466,70.59215930907328,2347
9901,0.03960396039603964,132.8677791512009,2351
9951,0.03475347534753481,88.71585641858636,2351
10000,0.030000000000000027,75.29536305995008,2352
