from_zone,to_zone,trip_count,avg_distance_miles,avg_duration_min,avg_fare,avg_tip,avg_total_amount,avg_driver_income
1,1,48,1.7325,3.873263888888889,66.64395833333333,7.986250000000001,79.32895833333333,52.24114583333333
1,68,5,16.14,38.263333333333335,80.88,8.264,109.018,62.400800000000004
1,125,5,12.745999999999999,29.663333333333334,64.42,7.587999999999999,91.20599999999999,50.4056
1,132,7,33.01571428571428,70.15238095238095,120.85714285714286,27.31142857142857,176.55285714285716,103.71799999999999
1,138,5,28.198,67.52000000000001,142.9,28.106,199.01,119.70419999999999
1,163,6,17.411666666666665,56.99722222222223,92.7,15.818333333333333,125.78666666666668,75.96283333333334
3,3,48,2.555833333333333,6.527777777777778,9.202083333333333,0.07541666666666667,10.694166666666668,6.49425
3,18,35,2.996,17.514761904761905,18.20142857142857,0.0,19.744285714285713,12.740999999999998
3,20,31,2.4358064516129034,14.826881720430107,16.00483870967742,0.0,17.375806451612902,11.203387096774192
3,31,5,1.666,7.783333333333333,13.430000000000001,0.0,14.930000000000001,9.401
3,32,43,1.2958139534883721,9.633333333333333,10.019069767441861,0.0,11.46093023255814,7.013348837209302
3,35,6,17.716666666666665,73.37222222222222,49.833333333333336,0.0,57.27333333333333,34.88333333333333
3,37,5,14.648,38.39,53.306,0.0,60.158,37.3142
3,41,19,9.577894736842106,40.01929824561404,34.27157894736842,0.0,37.176842105263155,23.990105263157897
3,42,57,9.37157894736842,38.521929824561404,36.292631578947365,0.33070175438596494,39.83631578947369,25.636333333333333
3,45,9,14.100000000000001,68.04444444444444,51.05555555555556,0.0,54.64,35.73888888888889
3,47,18,4.080555555555556,24.20462962962963,23.992222222222225,0.0,25.436666666666667,16.794555555555554
3,48,10,18.505000000000003,42.089999999999996,49.352,0.0,53.521,34.5464
3,50,10,13.969999999999999,46.845,51.65,0.0,57.172000000000004,36.154999999999994
3,51,73,1.7758904109589042,9.810502283105022,12.406849315068493,0.0,13.838356164383562,8.684794520547946
3,58,7,3.1557142857142857,12.052380952380954,14.877142857142857,0.0,16.377142857142857,10.414
3,60,9,4.716666666666667,17.625925925925927,21.441111111111113,0.0,22.941111111111113,15.008777777777778
3,61,9,17.825555555555557,66.66481481481482,55.15111111111111,0.0,60.78888888888889,38.605777777777774
3,69,35,6.8914285714285715,28.625238095238096,33.443999999999996,0.0,34.98685714285714,23.4108
3,74,25,8.666,36.67733333333334,36.732800000000005,0.0,39.9336,25.71296
3,75,38,9.12657894736842,42.78201754385965,37.54578947368421,0.0,41.153684210526315,26.282052631578946
3,76,9,17.615555555555556,55.51481481481481,55.09777777777778,0.0,62.21111111111111,38.568444444444445
3,78,37,3.734594594594595,17.287387387387387,19.595945945945946,0.0,21.014864864864865,13.717162162162161
3,81,52,1.2432692307692308,7.915384615384616,10.954615384615384,0.055,12.39423076923077,7.706730769230769
3,87,10,17.054,64.19666666666667,55.635000000000005,0.0,62.693,38.9445
3,88,15,17.434,41.824444444444445,54.15933333333333,0.0,60.16466666666667,37.91153333333333
3,90,9,15.23777777777778,40.762962962962966,54.82,0.0,63.724444444444444,38.373999999999995
3,92,6,8.208333333333334,16.5,30.89,0.0,39.33,21.623
3,94,14,3.8757142857142854,21.809523809523807,23.947857142857142,0.0,25.447857142857142,16.7635
3,97,6,17.746666666666666,45.36111111111111,58.68833333333333,0.0,66.47166666666666,41.08183333333333
3,100,41,13.487804878048781,59.232520325203254,47.878292682926826,0.0,50.652682926829264,33.51480487804878
3,116,22,8.789090909090909,38.45909090909091,36.33863636363637,0.0,38.78181818181818,25.437045454545455
3,119,17,8.487647058823528,28.184313725490195,31.178823529411762,0.0,32.4435294117647,21.825176470588232
3,126,26,6.0407692307692304,20.309615384615384,25.00230769230769,0.0,26.56,17.501615384615384
3,127,10,5.506,25.456666666666667,27.865999999999996,0.0,29.901999999999997,19.5062
3,129,5,11.412,25.236666666666668,37.22,0.0,45.660000000000004,26.053999999999995
3,130,6,13.406666666666666,40.93055555555555,43.52666666666667,0.0,51.46666666666667,30.468666666666664
3,136,14,3.8242857142857143,19.007142857142856,22.236428571428572,0.0,23.736428571428572,15.5655
3,137,16,14.0825,60.503125,46.36375,0.0,51.130624999999995,32.454625
3,140,13,11.943076923076923,44.15128205128205,44.681538461538466,0.0,50.53846153846154,31.277076923076923
3,141,6,10.418333333333333,56.20277777777778,43.373333333333335,0.0,49.666666666666664,30.36133333333333
3,142,20,13.5695,56.73416666666667,48.225,0.0,50.166,33.7575
3,143,10,11.75,66.205,48.5,0.0,49.318,33.949999999999996
3,147,18,6.055,23.310185185185183,24.294444444444444,0.0,25.62777777777778,17.00611111111111
3,148,5,16.052,35.88333333333333,54.362,0.0,63.814,38.053399999999996
3,152,9,11.056666666666667,31.166666666666668,34.34222222222222,0.0,40.111111111111114,24.039555555555555
3,159,30,7.787999999999999,26.12388888888889,30.222666666666665,0.0,31.422666666666665,21.155866666666665
3,161,9,13.823333333333332,39.28703703703704,47.416666666666664,0.0,56.62,33.19166666666666
3,162,6,12.366666666666667,46.64722222222222,45.82,0.0,53.78,32.074
3,164,5,12.52,60.65333333333333,47.1,0.0,51.763999999999996,32.97
3,166,13,10.487692307692308,39.73589743589744,39.00692307692307,0.0,40.933076923076925,27.30484615384615
3,167,23,6.362608695652174,25.558695652173913,28.102608695652176,0.0,29.58086956521739,19.67182608695652
3,168,34,7.8020588235294115,22.79313725490196,30.678823529411762,0.0,32.06117647058824,21.475176470588234
3,169,30,4.592,21.207222222222224,26.290333333333333,0.0,27.757,18.403233333333333
3,170,8,13.73875,50.15625,49.98125,0.0,56.07625,34.986875
3,174,39,2.357179487179487,14.442735042735043,15.205641025641025,0.0,16.62871794871795,10.643948717948717
3,182,28,3.4932142857142856,16.914285714285715,18.098214285714285,0.17214285714285715,19.6275,12.78925
3,183,20,2.261,9.7575,12.9395,0.0,14.2895,9.057649999999999
3,185,38,1.982894736842105,9.68640350877193,10.791315789473684,0.0,12.186052631578947,7.553921052631578
3,188,7,18.04285714285714,99.35952380952381,56.92857142857143,0.0,62.385714285714286,39.85
3,198,7,14.804285714285713,33.54047619047619,48.50428571428571,0.0,56.80142857142857,33.952999999999996
3,200,15,7.6033333333333335,25.438888888888886,29.212,0.4,30.978666666666665,20.7284
3,208,28,4.025714285714286,12.073214285714286,17.385357142857142,0.0,18.921071428571427,12.169749999999999
3,212,21,4.45952380952381,14.237301587301587,20.041428571428572,0.0,21.446190476190477,14.029
3,213,36,4.768888888888889,19.207870370370372,20.23361111111111,0.0,21.636388888888888,14.163527777777777
3,220,23,5.299130434782609,24.042753623188407,25.71,0.0,27.318695652173915,17.997
3,226,6,12.090000000000002,33.125,43.00833333333333,0.0,49.343333333333334,30.105833333333333
3,229,21,10.997142857142856,54.791269841269845,45.16952380952381,0.0,49.679047619047616,31.618666666666666
3,230,9,14.187777777777777,47.68703703703704,47.38666666666667,0.0,51.55222222222223,33.17066666666667
3,231,75,15.497333333333332,68.76644444444445,52.1212,0.0,54.77493333333333,36.48484
3,233,6,13.798333333333332,57.861111111111114,44.574999999999996,0.0,45.78333333333333,31.2025
3,234,8,12.68,65.46458333333334,47.38125,0.0,52.0775,33.166875
3,235,11,5.752727272727273,19.60909090909091,25.30545454545455,0.0,26.80545454545455,17.71381818181818
3,237,8,12.5025,53.93958333333333,57.16375,0.0,66.8925,40.014624999999995
3,240,6,3.1016666666666666,15.02222222222222,17.396666666666665,0.0,18.896666666666665,12.177666666666665
3,241,27,3.5251851851851854,18.49506172839506,20.76037037037037,0.0,22.26037037037037,14.53225925925926
3,242,59,2.43271186440678,13.075706214689266,14.337457627118644,0.0,15.60864406779661,10.03622033898305
3,243,16,7.219375,28.022916666666667,31.31375,0.609375,33.894375000000004,22.3461875
3,244,41,8.068048780487805,33.111382113821136,34.19439024390244,0.0,36.299268292682925,23.936073170731706
3,246,7,14.521428571428572,52.740476190476194,48.451428571428565,0.0,51.83428571428571,33.916
3,247,38,7.487368421052631,25.097368421052632,29.38921052631579,0.0,30.83657894736842,20.572447368421052
3,248,21,3.523333333333333,16.11031746031746,19.408571428571427,0.41428571428571426,21.275238095238095,13.875999999999998
3,250,18,3.7577777777777777,14.703703703703704,17.41,0.0,18.91,12.187
3,254,52,1.8659615384615384,11.022435897435896,12.318846153846154,0.0,13.761153846153848,8.623192307692307
3,259,26,3.1015384615384614,14.700641025641024,16.325384615384614,0.0,17.748461538461537,11.42776923076923
3,261,7,15.078571428571427,78.5047619047619,57.464285714285715,0.0,62.537142857142854,40.225
3,262,5,8.331999999999999,45.04,38.38,0.0,42.356,26.865999999999996
4,1,20,13.9585,38.76583333333333,91.4665,13.346,121.58399999999999,73.36875
4,3,7,13.711428571428572,64.45238095238095,48.14142857142857,0.0,51.98142857142857,33.699
4,4,642,0.6188317757009346,4.891510903426791,9.317352024922117,1.0004517133956385,15.592211838006232,7.22246261682243
4,7,88,7.31,25.157007575757575,33.22715909090909,3.182386363636364,42.145568181818184,25.486681818181818
4,12,8,3.3925,9.272916666666667,15.0475,0.99875,21.14,11.232375
4,13,543,4.0340699815837935,13.864180478821362,19.65633517495396,1.2962983425414365,25.947734806629835,14.666843462246776
4,14,36,10.949722222222222,25.877314814814817,39.8625,3.466666666666667,51.82,30.330416666666665
4,17,80,4.600875,23.414166666666667,25.871249999999996,3.2049999999999996,34.328625,20.353375
4,18,31,13.146774193548387,56.19569892473118,48.00387096774193,0.0,51.505806451612905,33.602709677419355
4,20,10,13.093,38.97,47.748000000000005,1.225,53.69199999999999,34.281099999999995
4,22,5,11.794,26.426666666666666,48.846000000000004,6.244,66.616,38.562999999999995
4,24,129,7.094573643410853,27.223643410852713,32.883720930232556,1.6893798449612403,39.342480620155044,24.201170542635655
